Tipo de educaciOn,Turno,¿Comparte?,CategorIa,Primer nivel de educaciOn que ofrece,Ultimo nivel de educaciOn que ofrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,Con clases especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegidas,Profesores especiales,Ruee Calculado,Rule Calculado
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113080,2130074
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113081,2130075
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,,NO,,0,0,NO,0,0,0,1113082,2130076
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113084,2130077
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1113086,2130079
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113087,2130080
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1113088,2130081
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113090,2130082
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113091,2130083
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,3,1113092,2130084
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,2,1113093,2130085
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,3,SI,0,0,5,1113094,2130086
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113095,2130087
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER  H. DE PRACTICA,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,4,SI,1,0,7,1113096,2130088
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113098,2130090
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113099,2130091
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113100,2130092
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,COMUN,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1113101,2130093
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,0,1113104,2130096
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113106,2130098
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113107,2130099
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,NO,1,0,3,1113109,2130101
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,NO,1,0,5,1113110,2130102
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,SI,1,0,3,1113111,2130103
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER  H. DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,4,SI,0,0,6,1113112,2130104
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,5,1113113,2130105
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,3,1113114,2130106
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,SI,1,0,3,1113115,2130107
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,0,1,SI,0,0,4,1113116,2130108
ESCUELA COMUN,RURAL (5 HORAS),SI,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113117,2130109
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,SI,1,0,5,1113120,2130111
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113121,2130112
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113122,2130113
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,5 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113123,2130114
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,1,0,3,1113124,2130115
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113125,2130116
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,SI,,0,1,SI,0,0,5,1113128,2130117
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,0,SI,0,0,2,1113129,2130118
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1113133,2130121
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,5 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,NO,1,0,3,1113134,2130005
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,5,1113139,2130126
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,5,NO,3,0,3,1113140,2130008
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,NO,1,0,6,1113144,2130009
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,1,2,SI,2,0,4,1113145,2130111
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,2,0,4,1113147,2130002
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,2,1113148,2130007
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,3,1113149,2130129
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1113150,2130130
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,NO,SI,NO,SI,,0,8,NO,0,0,2,1114001,2140001
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,T.EXTENDIDO H. DE PRACTICA,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,5,1114002,2140002
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,1,NO,0,0,1,1114003,2140003
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,2,NO,1,0,1,1114004,2140004
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,18,NO,2,0,2,1114005,2140005
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,5 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,6,NO,0,0,3,1114007,2140006
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114011,2140007
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,5,1114012,2140008
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114014,2140009
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114016,2140010
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1114017,2140011
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114018,2140012
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1114019,2140013
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114020,2140014
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114021,2140015
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114022,2140016
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114023,2140017
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1114024,2140018
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114026,2140020
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114027,2140021
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,0,NO,1,0,4,1114028,2140022
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1114029,2140023
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114031,2140024
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,4,SI,0,0,5,1114032,2140025
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114033,2140026
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1114035,2140028
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114037,2140029
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114038,2140030
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,0,0,1,1114040,2140031
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,1,0,3,1114041,2140032
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114042,2140033
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,5 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,3,NO,1,0,2,1114043,2140034
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,2,2,NO,2,0,3,1114044,2140035
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,4,1114045,2140036
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114046,2140037
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114047,2140038
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114049,2140039
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114050,2140040
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114051,2140041
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,1,1114052,2140042
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114053,2140043
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,0,NO,0,0,5,1114055,2140045
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114057,2140047
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114058,2140049
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114059,2140050
ESCUELA COMUN,MATUTINO (4 HORAS),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1114061,2140051
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114063,2140052
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114065,2140053
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114070,2140054
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,5,NO,0,0,6,1114072,2140055
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,4,1114074,2140056
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,0,0,4,1114075,2140057
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,SI,0,0,2,1114080,2140058
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114081,2140059
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114082,2140060
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1114083,2140061
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,5,1114085,2140062
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114086,2140063
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,2,SI,1,0,2,1114088,2140064
ESCUELA COMUN,MATUTINO (4 HORAS),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,3,1114090,2140065
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114091,2140066
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,5 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,1,SI,0,0,2,1114093,2140067
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,,NO,,0,0,,0,0,0,1114094,2140068
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1114095,2140069
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,2,1114096,2140070
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114099,2140073
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1114105,2140079
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,1,0,1,1114107,2140081
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1114110,2140084
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,4,1115001,2150130
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,DE PRACTICA,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1115002,2150002
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,2,1115003,2150003
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,SI,NO,,0,0,NO,0,0,3,1115004,2150004
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,0,4,NO,1,0,3,1115005,2150005
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,TIEMPO EXTENDIDO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,1,NO,2,0,6,1115006,2150006
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1115007,2150007
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,2,0,4,1115008,2150008
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,SI,NO,,0,2,SI,2,0,2,1115009,2150009
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,SI,0,0,3,1115010,2150010
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1115011,2150011
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,2,1115012,2150012
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1115013,2150013
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,5,SI,1,0,5,1115014,2150014
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1115015,2150015
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1115016,2150016
ESCUELA COMUN,MATUTINO (4 HORAS),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1115017,2150017
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1115018,2150018
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1115019,2150019
ESCUELA COMUN,RURAL (5 HORAS),SI,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115020,2150020
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115021,2150021
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1115022,2150022
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1115023,2150023
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115024,2150024
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115025,2150025
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115026,2150026
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1115027,2150027
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1115029,2150028
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1115030,2150029
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,2,1115031,2150030
